"species 1"	"species 2"	"species 3"	"species 4"	"species 5"	"species 6"	"species 7"	"species 8"	"species 9"	"species 10"	"species 11"	"species 12"	"species 13"	"species 14"	"species 15"	"species 16"	"species 17"	"species 18"	"species 19"	"species 20"	"species 21"	"species 22"	"species 23"	"species 24"	"species 25"	"species 26"	"species 27"	"species 28"	"species 29"	"species 30"	"species 31"	"species 32"	"species 33"	"species 34"	"species 35"	"species 36"	"species 37"	"species 38"	"species 39"	"species 40"	"species 41"	"species 42"	"species 43"	"species 44"	"species 45"	"species 46"	"species 47"	"species 48"	"species 49"	"species 50"	"species 51"	"species 52"	"species 53"	"species 54"	"species 55"	"species 56"	"species 57"	"species 58"	"species 59"	"species 60"	"species 61"	"species 62"	"species 63"	"species 64"	"species 65"	"species 66"	"species 67"	"species 68"	"species 69"	"species 70"	"species 71"	"species 72"	"species 73"	"species 74"	"species 75"	"species 76"	"species 77"	"species 78"	"species 79"	"species 80"	"species 81"	"species 82"	"species 83"	"species 84"	"species 85"	"species 86"	"species 87"	"species 88"	"species 89"	"species 90"	"species 91"	"species 92"	"species 93"	"species 94"	"species 95"	"species 96"	"species 97"	"species 98"	"species 99"	"species 100"
"region1_11"	0	2.44452717052904	0	0.539653486021532	1.18130144249495	0.628537896776325	0	0.265439999078233	0	0	0	0	0	2.16578125678764	0.580069105517871	1.91848085864766	0.685872345468934	0	0	1.66292123488822	0.361912990401887	1.25315337130371	0	0	1.47591508071855	0	0	0.249115056841285	1.19912906193015	0.985961181610566	0	0.492697774547185	0.586168171655637	0.364614625842753	0.602068635971434	0	1.29788505667131	0	0.851851091939487	0	0	4.42971841662735	0.925696302293536	2.15429107349134	0	0	0.797206174464981	0.258558187678431	4.09662983978939	0	0	1.650483032156	2.2251829667869	0.888321286282155	3.25466167890388	0.488913716370478	0	1.62091837601711	0	0.297884834408364	0	3.4046583880517	0	0	0	0	2.86489704517999	0	0.747446267899168	0	2.83735054988413	1.52979932748577	2.57263295099381	0.417626620358592	0	0	0	0	0.285232705264938	0	5.28175526221218	0.707790227253041	0.96363291143439	1.03135265029759	0.562984313853561	0	2.64803503833124	0	0	1.39814666825239	0.365851321190472	0.637975503641202	0	4.65572486549012	1.42316729762048	0	4.80573017139805	0	1.04526966245767	0
"region1_12"	0	0.195897227993756	0.942615501198631	0.277809899693872	0.276250479646646	0	0	0.0943624158698947	0	0	0.0861577934255284	0	0	0	0	2.17976104466217	0.484076808260534	0	0	0.656008842325423	0.339067891855212	0	0	1.06369717357028	0.640711084856031	0	1.178865064551	0.789664419126446	2.44358748637739	0	0	0	0	0	1.03181451251538	0	0	0	1.27376247930144	0	0	0.799476159123897	0	0	0.792731272187394	0.713332367485021	2.31040311591851	0	2.23938985466798	0	0	0.506485058499882	0	0	1.32286521678829	1.29990605079672	0.421039946160924	0	0	0.56262312036552	0	0	0	0	0.429819367810685	0.600149778100985	1.01540166475725	5.85769198109877	0.872555842601527	0	0	0	0	5.31752321322682	2.04792623908379	0	0	0	0	0.112634222037645	1.40319949269725	0.430603773736725	0.366789465922391	0	0	0	0	0	0	2.15283956279644	13.7875006145644	1.65469414083693	0	0.191604535405046	0.65043575367239	0	0	1.23475288684512	0	0
"region1_13"	1.03825313647465	0	0.707557386686193	0.135033144815501	0.555271016622475	0.222700073648067	4.64930284657557	0.284045658482041	0	0	0.54162854444577	0	0	0	0.1649413526034	0.748317289430714	0	0.659076743596138	0	0.980558450370349	0	0.622795704309837	0	3.71501858577381	2.53154722322967	0	2.07498542795993	1.36691559447784	0	1.70322684922513	2.21148411298847	0	0.304370612727751	1.38033754353707	0	0	0	0	0.925953638346871	0.929966266590452	0	0.567079763025241	0.588724399522728	1.60129504766005	0	0	0	0	0	0.402827678022809	0	18.2032924688157	0	1.37991592655155	0	0	2.02997259284307	0	0.474257070349277	0.198529222343863	0.719442829502443	0	0	0	0	0.161803446601897	0	0.93204710679248	1.27989958636486	0	1.31185288215082	0	0.12611732700666	0.432343408003441	0	0	0	0.279964293708798	0	0.627728608902679	3.14841757608707	1.81092438288092	0.806870671073034	0.885915545116416	0.362577835853605	0	3.50287437194818	0	0	2.132791321196	0	1.69757632076573	0.594777767749721	1.41101743466214	0	0	1.05105093092815	1.43813450217738	7.26003398745376	0
"region1_14"	0	18.2456858509491	0	9.15448216317236	4.51900603460526	1.63183374614089	0	2.53448053944995	0.513664308763535	0	0	0	0	0	0.902175251089302	0.335363421667265	0.694193305035929	0	0.286087977312053	0	1.34020795556726	0.661396279017213	1.58935958449828	3.71183504960071	0.504655923291149	0	0.582433634194141	0.582322830213219	1.99571430751509	0	0	6.35265356703006	12.4186661932513	0	2.03021596031354	2.34828414866329	0	0	10.7375142542176	0	0	2.13520235313442	0	1.6742903916802	2.42551658050698	0	5.06019324426794	0	0.90285435553001	4.41623282053925	10.1604543809106	0	0	1.43222705597774	1.99194613728601	0	1.31236656294948	0	0	0	0	0.403431575393778	0	0	2.34723766966804	5.38114530069162	0	0.910438722134021	1.15198367202272	0	0	0	0	2.27825869063459	0	0	0	0	0	2.2237134060487	2.5140591034912	1.12779613334952	1.60469353461355	0	0.675450727037279	0	0	4.56471751431866	1.94577548295551	0	1.33111328979934	1.16689500506287	0.376371402508229	0.621073754402164	0	0	0.318561903979842	0	0	0
"region1_15"	0	0.824037443366893	0	0	0.851899560680427	0.530866087955263	0	4.63540725307273	3.33060145550229	0	2.47258155396974	0	0	3.61158848536646	1.14640954699269	0.32990944295265	0.163758354522252	0	0	0	1.13591698499414	0.770776137392292	0	1.74596005534897	1.45373770689677	0	2.38478428105175	1.08180616906224	0	0	0	1.92145082822456	0.976062102815321	0	0	0	0	0	16.4642219960725	2.74266851757814	0.157598104435994	0.581533418474421	0	4.10570820378386	0	2.43245230201466	0	2.5633970039232	2.62995420913553	3.21765385201887	0	1.49826323523921	0	3.25847561355673	3.31455751819245	0	4.80528614920556	0	0	1.3610171943574	0	0	0	0	0	0	0	2.23909450604914	1.03915826913083	0	2.84733187795487	0	0	0.60641077234435	0	0	0	0	0	0.498419654947609	0.601374820879027	0.924597605400666	1.96949969517727	0	1.28717485775854	0	0	2.42731246781383	0.479648334282273	0.299721804345975	0.552557254885736	1.47526884356899	1.74150928405476	0.320425992467165	1.0079871618597	0	1.75251220479225	0	8.4174509405626	0
"region2_1"	0	1.48190902369219	0.353761770125083	0	0	0	0	2.29314479125021	0	0.744610966197754	1.1222598690581	2.57621728949364	1.390326889151	0	1.67020258702431	0	0	0.9890426712714	1.52533598771074	3.21104027397517	0	0	1.34086638698521	1.83113573736237	0	0.668812010521398	0	0	0	0	0.614850041762675	0	0	4.631553159201	1.4115249466945	0	1.02952014372205	0.78759616255038	0	0	1.3388281007585	0	1.76953085368655	0.911521364687705	2.4388068615805	0.744817541279153	3.50815805803723	1.08117764355617	0	0.832389865997986	1.89275596592594	0	0.347927164812512	0	0	0.249114027733326	0.862182905239999	0	1.44537373713909	0	0	2.19063726557385	2.04875181751829	0.641005152747584	0.546824561952301	0	1.39606508255771	0	0	1.64807146953265	0	0	0.714928734598956	0	0	1.52456371179804	1.06582094359613	0	1.18763459732347	0	0	0	0	0	1.21441002923964	0.471274655691323	0.192073647029416	1.10190880449721	1.15251287803529	0	0	0	0	0	0	1.48042587475589	0	0.496292298859475	0	0.277135210529251
"region2_2"	0.359258309235509	0	2.056648540619	0	0	0	0.771890613754275	0.278330030100118	0	4.24381081864728	0	2.70166709347011	0.123342614904518	1.01544983102518	0.770823970623706	0	0	1.06033463138499	0.677757400981355	0	0	0	2.09890560320279	1.30233835981592	0	0.360101734959623	0	0	2.68125543001948	1.98628548426282	1.04995853193643	1.22372972929898	0	2.19804393143923	0	0	0.263145104024843	0.687264763282935	0	0	0	0.668421811596415	1.81641529289852	0	0.694429128848587	0	5.19453979536199	0	0	0	2.75260448452426	0	0	0	1.71548095599341	0	0	0	0	0	0	0	1.96046487221766	0.133726275093176	0	0	2.55033839518219	0	0	0.637306860894606	0	0.740434237862101	0	0.738304693279316	3.65028139869863	0	1.31552258801668	0.852972552092805	0	0	0	0	0	0	0.489486875103412	0.873124586637167	0	0	0.734983267031526	1.02762962047385	1.06224618106569	0	1.63464947377432	0	3.09764930837468	0.134781153318657	0	0.499286596775399	0	0.809320231508838
"region2_3"	8.8888790312753	0	3.77987917292546	0	0	0	0.269010474134212	0	0	7.43998197471299	0	0.378953637633882	2.84117777723314	0	0	0	0	0.411023901407836	0	3.1646392246247	0	0	1.02675353915163	0.766593467457661	0	2.479525508406	0.812105905577611	0	1.37228268586201	0.269928119771867	0.803761208918005	0	0	0.754044793361478	0	2.22018211792715	0.967138301692991	0	0	2.94759887509554	1.10141205252184	0	0	0	0	0	1.59285907000345	0	4.41012496446835	1.02141004707422	0	0	0.187944134937772	0.297019161797253	0	0.969532936382448	1.36854783657844	3.14172381826156	0	0	0.953877661184943	0	2.22392246498302	0.6151709213438	0	0.143683638016785	0	0	0	0.99803957165919	0	0.328397003104556	0	0	0.222300503316342	0	0.369934503186114	0	0.227638910453463	0.680157786755363	0	0.826027560564225	0	0.127266296779904	0	3.36916761976891	2.49916448349001	0.506409362799638	0.377192370110547	0	2.93881205938302	0	0	0	0	0.742391025025867	0	0	0	0
"region2_4"	0.220046686949036	0	0.638160193656759	0	1.4566008777934	0	0.316763914890508	1.31401414299184	14.6309435459341	4.33875542716283	0	0.952619043795244	0	0	2.55512450024651	0	0	1.87426279866849	0.701161685455356	0	0	0	0.482349579747703	0	0	1.47182008238201	0.32001221552891	0	1.11348483565937	0	0	0	0	0.252168767094673	1.23179719989174	0	0	0.806195251020911	0	2.75268338227623	0	0	8.11235032113684	0	2.66857513235103	1.01652229502362	0.691847554748275	0	0	0	0	0	0.505737978850547	0	0	1.10440380389189	2.43457665131812	0	1.93470639574647	0	0.629205316911709	0.917294453500873	0	0.747028035394536	0	0	1.17224319607424	0	0	0.465963373472899	0.859704991341685	0	0	0	0	0	11.5531187791476	0.53171972970983	6.93174643046935	0	0	0	0	3.29585579496905	0	6.60325557052213	0.696698108855528	2.99886504004584	0.995359251486233	0	0.218310405951739	0	2.34019894930521	6.53845011078691	3.58581316645351	1.08925787486204	0	1.19764202583482	0	2.40622406232067
"region2_5"	18.5725773071837	0	1.03844084950088	1.24180397265888	0	0	0.91500337441589	0	0	0.399504677923086	0	1.24235870010483	5.08441220629741	1.45092169766154	0	0	0.508760990251411	1.19034193531745	2.66595521625689	0	0	0	1.80632969642366	2.14160029026084	0	0.413964668499914	0	0	0.397346668549753	4.29973691276155	0.0944379202716186	0	0	0	3.06424747760092	0.320408359301848	0	0	0	0	0	0.636252701935251	3.67234844520539	0	0.240733719428013	0	0.831958033195678	0	0	0	2.12356713318708	0	0	0	0	2.16544064566309	0	0.854401074014868	0.67895830820156	0	1.10372084474941	4.40889927065632	14.8741174713464	0.775681323372386	0	0	0	0	1.55884608413866	1.33381711156812	13.0716143009745	2.12343944687177	1.87936978491288	0.405869999061123	0	0	4.12321989760624	0.797254953363413	2.2818229363625	0	0	0	0	0	0	0.200705844203704	0.406883181433549	0.663737994536891	6.03367875024987	0.142106079286839	2.06278387114329	0	0	0	0	1.02285614460101	0	1.03646885643886	0	0
"region2_6"	1.35112242977343	0	0	0	0	0	0.355510251977724	0	0	1.19201723958234	0.35662553948553	3.30031890476842	3.82716479061214	0.219696632427477	0	0.78253452950042	0	0.532701138983127	1.04729001112506	0	0	0	1.30207972555732	0	0.641056609367694	0.967597649658996	0	0	0	0	1.8264591635768	1.31761335942788	0	0	2.38467539683662	3.21917917587625	4.64983233282729	0.693911614199279	0	3.08867758977385	0	0	1.80836891331758	0	0.492882683579428	0	0	0	5.02761917547542	0	0.317861807431221	0.86872963566168	0	0	0	0.245991863566346	0.921553349730903	0	1.73513822232102	0	0.342595134855348	0	3.06321984741806	1.11720067394736	0	1.53025158732759	0	0	0.379273965959579	1.7915145781002	0	0	0	0.346700771881301	0	0.132185991836951	1.76120572292011	0	3.39128433343578	0	0	0	0	0	0.756609438566862	7.79785256785574	0.639314597590429	1.85216984112764	0	2.75065548645792	0	0	0.99174650524598	0	0	0.647690644656327	0	0	0	0.627944619568497
"region2_7"	0	1.99670575679466	2.95707131926908	0	0	0.864719251624187	0	0	0	2.29413787298873	0.429411408426634	0.382682898285329	0.506097104265921	0	0.937620465802711	2.28567559153372	0	0.980646948147939	4.25811667566513	0.356997466510233	0	0	2.20400512918736	0	0	0.387434432037974	0	0	0.503523920009085	0	0	0	0	0	0	2.14008537217707	0.277204654776381	0.666145458544259	0	0	0	0	0	0	0	0	0.187806980513997	1.71376640841418	0	0	1.10613669761003	0	0.894983253169466	0	0	0.506430588760983	0	0.0814194926425248	0.552089953074178	0	0.942657994745667	0	2.64066244645363	2.31481301410259	0	0	0.242435183024033	2.86247964674886	1.65942951663666	0	0	0	0	0	0.650078130146778	0	1.48921303025332	0	0	0	0	0	0.776068594678772	0.258291389139809	0	0.202671031744057	0	0	0	0.389594288699324	0.63449928461608	0	0.357367968345549	0	0.508651832295708	0.337813929438238	0	1.05239101479516	0	5.91261781714491
"region2_8"	0.627170930051303	0	0	0	0	0.78256392006652	2.54392802518295	0	0	0.3497301286492	0	0.426381776958804	4.73976400612251	0	0	0.944522947778106	1.24200617182096	2.53872389285837	1.23011976198519	2.76246704235814	0	0	2.4289798674474	0	0	5.75054107836496	0.564230004564524	0	1.73819425666054	0.957380839297691	0	0	0	0	0.890877163408805	1.8881698920321	2.19904452119983	0.799398757639273	0	0	1.30801518700463	0.801055341320356	5.5776236466927	1.21267372734352	0.635219923432181	0.978179285319084	0.742687196989871	0.156441512843753	0	0	0.333728452017174	0.293744499768592	1.39688928983577	0	1.33223341807999	0	0	0	4.72088941646993	0	0	0	0	1.81487013624481	0.815566214373546	0.582814231246738	1.30717301661531	0	0	1.90958747125998	0	0	1.55842369223335	0	0	3.45674942829554	0	0	0.19067749547094	0	0	0	0	0.946353956557751	0	1.00250953252408	0.530908950749608	2.80698024359657	0	0	0.313395525361864	0	2.1129314086178	1.1686127216724	0.313787261312607	1.09418947530283	0	2.2460743978317	7.60974085402733	1.54326251963111
"region2_9"	1.2170469307472	0	0	1.15659385266509	0.314741153684921	0	0.478513137916324	0	0	0.824892118907551	0	0	0.348188270017949	0.699307809266438	0	0	0	0.474785541167691	2.39804278808261	0	0	0	0.506489629705394	1.444984298473	0	0.466539915270871	0	0	1.42540465441605	0.477933435385381	0	0	0	0	0	0	0.782320068401331	1.8564819448534	0	0	0	0	0	1.44233431001801	0.812454443213506	0	0	5.98986961663406	0	0	3.97495887338086	0	0.121978193177018	3.56275966489708	0	0	1.74256892105023	0	0	0	0	1.1486936252318	1.89836060544113	1.56055099537016	0	0.27522578692301	0	0	0	0.166456462131139	0	0.919076719156112	0	0	0	1.0110243418648	1.27757265142327	0	1.28513906986493	0.0625704883684945	0	0	0	0.342016914338504	0.789936258947384	0.690397798763294	0	2.02262566942297	0	1.84866373310811	0	0	0	0	0	0.634582735393484	0	4.51695533224822	0	1.78462852193521
"region2_10"	0.274675216665328	0	0.449860137930917	0	0	0	0.0942652910824028	0.750407613291219	3.2016738918637	0.58071994823218	0	0.532583626526357	1.41741743706962	0	0	0	0	1.43908586254551	0	0	0	0	2.37956088885784	0.453344781808398	0	1.15998419173398	9.92442506901758	0	0	0	1.20973548546979	0.996557414920885	0	0.703065750679782	0.258881140265667	0	0.746645317329774	0.633640473620249	0	0	0.357699239919743	0	1.97680504183475	1.7554569763408	2.28183553282133	0	0.371859270632874	0	0	0	0.189958957963885	0	0.805987488283151	0	0	0.247810691562209	0	0.501439780767994	2.48845375770953	0	0.955655354933098	0	0.860320984569741	0.138026995129153	1.75699624552743	0	0.681606825919212	4.468534373974	0	0.352279021131276	0	0	0	0	0.263621296053139	1.41840890768039	1.01081023390256	0	0.309672100373915	0.818051230425405	0	0	0	0.926077658409564	0	10.4031852663922	0	0	0.842750560292855	1.17409680459066	0	0	0	0	0	0	0.714353551357399	3.09394604997756	0	1.63290527206846
