"species 1"	"species 2"	"species 3"	"species 4"	"species 5"	"species 6"	"species 7"	"species 8"	"species 9"	"species 10"	"species 11"	"species 12"	"species 13"	"species 14"	"species 15"	"species 16"	"species 17"	"species 18"	"species 19"	"species 20"	"species 21"	"species 22"	"species 23"	"species 24"	"species 25"	"species 26"	"species 27"	"species 28"	"species 29"	"species 30"	"species 31"	"species 32"	"species 33"	"species 34"	"species 35"	"species 36"	"species 37"	"species 38"	"species 39"	"species 40"	"species 41"	"species 42"	"species 43"	"species 44"	"species 45"	"species 46"	"species 47"	"species 48"	"species 49"	"species 50"	"species 51"	"species 52"	"species 53"	"species 54"	"species 55"	"species 56"	"species 57"	"species 58"	"species 59"	"species 60"	"species 61"	"species 62"	"species 63"	"species 64"	"species 65"	"species 66"	"species 67"	"species 68"	"species 69"	"species 70"	"species 71"	"species 72"	"species 73"	"species 74"	"species 75"	"species 76"	"species 77"	"species 78"	"species 79"	"species 80"	"species 81"	"species 82"	"species 83"	"species 84"	"species 85"	"species 86"	"species 87"	"species 88"	"species 89"	"species 90"	"species 91"	"species 92"	"species 93"	"species 94"	"species 95"	"species 96"	"species 97"	"species 98"	"species 99"	"species 100"
"region1_11"	0	2.44452717052904	0	0.539653486021532	1.18130144249495	0.628537896776325	0	0.265439999078233	0	0	0	0	0	2.16578125678764	0.580069105517871	1.91848085864766	0.685872345468934	0	0	1.66292123488822	0.361912990401887	1.25315337130371	0	0	1.47591508071855	0	0	0.249115056841285	1.19912906193015	0.985961181610566	0	0.492697774547185	0.586168171655637	0.364614625842753	0.602068635971434	0	1.29788505667131	0	0.851851091939487	0	0	4.42971841662735	0.925696302293536	2.15429107349134	0	0	0.797206174464981	0.258558187678431	4.09662983978939	0	0	1.650483032156	2.2251829667869	0.888321286282155	3.25466167890388	0.488913716370478	0	1.62091837601711	0	0.297884834408364	0	3.4046583880517	0	0	0	0	2.86489704517999	0	0.747446267899168	0	2.83735054988413	1.52979932748577	2.57263295099381	0.417626620358592	0	0	0	0	0.285232705264938	0	5.28175526221218	0.707790227253041	0.96363291143439	1.03135265029759	0.562984313853561	0	2.64803503833124	0	0	1.39814666825239	0.365851321190472	0.637975503641202	0	4.65572486549012	1.42316729762048	0	4.80573017139805	0	1.04526966245767	0
"region1_12"	0	0.195897227993756	0.942615501198631	0.277809899693872	0.276250479646646	0	0	0.0943624158698947	0	0	0.0861577934255284	0	0	0	0	2.17976104466217	0.484076808260534	0	0	0.656008842325423	0.339067891855212	0	0	1.06369717357028	0.640711084856031	0	1.178865064551	0.789664419126446	2.44358748637739	0	0	0	0	0	1.03181451251538	0	0	0	1.27376247930144	0	0	0.799476159123897	0	0	0.792731272187394	0.713332367485021	2.31040311591851	0	2.23938985466798	0	0	0.506485058499882	0	0	1.32286521678829	1.29990605079672	0.421039946160924	0	0	0.56262312036552	0	0	0	0	0.429819367810685	0.600149778100985	1.01540166475725	5.85769198109877	0.872555842601527	0	0	0	0	5.31752321322682	2.04792623908379	0	0	0	0	0.112634222037645	1.40319949269725	0.430603773736725	0.366789465922391	0	0	0	0	0	0	2.15283956279644	13.7875006145644	1.65469414083693	0	0.191604535405046	0.65043575367239	0	0	1.23475288684512	0	0
"region1_13"	1.03825313647465	0	0.707557386686193	0.135033144815501	0.555271016622475	0.222700073648067	4.64930284657557	0.284045658482041	0	0	0.54162854444577	0	0	0	0.1649413526034	0.748317289430714	0	0.659076743596138	0	0.980558450370349	0	0.622795704309837	0	3.71501858577381	2.53154722322967	0	2.07498542795993	1.36691559447784	0	1.70322684922513	2.21148411298847	0	0.304370612727751	1.38033754353707	0	0	0	0	0.925953638346871	0.929966266590452	0	0.567079763025241	0.588724399522728	1.60129504766005	0	0	0	0	0	0.402827678022809	0	18.2032924688157	0	1.37991592655155	0	0	2.02997259284307	0	0.474257070349277	0.198529222343863	0.719442829502443	0	0	0	0	0.161803446601897	0	0.93204710679248	1.27989958636486	0	1.31185288215082	0	0.12611732700666	0.432343408003441	0	0	0	0.279964293708798	0	0.627728608902679	3.14841757608707	1.81092438288092	0.806870671073034	0.885915545116416	0.362577835853605	0	3.50287437194818	0	0	2.132791321196	0	1.69757632076573	0.594777767749721	1.41101743466214	0	0	1.05105093092815	1.43813450217738	7.26003398745376	0
"region1_14"	0	18.2456858509491	0	9.15448216317236	4.51900603460526	1.63183374614089	0	2.53448053944995	0.513664308763535	0	0	0	0	0	0.902175251089302	0.335363421667265	0.694193305035929	0	0.286087977312053	0	1.34020795556726	0.661396279017213	1.58935958449828	3.71183504960071	0.504655923291149	0	0.582433634194141	0.582322830213219	1.99571430751509	0	0	6.35265356703006	12.4186661932513	0	2.03021596031354	2.34828414866329	0	0	10.7375142542176	0	0	2.13520235313442	0	1.6742903916802	2.42551658050698	0	5.06019324426794	0	0.90285435553001	4.41623282053925	10.1604543809106	0	0	1.43222705597774	1.99194613728601	0	1.31236656294948	0	0	0	0	0.403431575393778	0	0	2.34723766966804	5.38114530069162	0	0.910438722134021	1.15198367202272	0	0	0	0	2.27825869063459	0	0	0	0	0	2.2237134060487	2.5140591034912	1.12779613334952	1.60469353461355	0	0.675450727037279	0	0	4.56471751431866	1.94577548295551	0	1.33111328979934	1.16689500506287	0.376371402508229	0.621073754402164	0	0	0.318561903979842	0	0	0
"region1_15"	0	0.824037443366893	0	0	0.851899560680427	0.530866087955263	0	4.63540725307273	3.33060145550229	0	2.47258155396974	0	0	3.61158848536646	1.14640954699269	0.32990944295265	0.163758354522252	0	0	0	1.13591698499414	0.770776137392292	0	1.74596005534897	1.45373770689677	0	2.38478428105175	1.08180616906224	0	0	0	1.92145082822456	0.976062102815321	0	0	0	0	0	16.4642219960725	2.74266851757814	0.157598104435994	0.581533418474421	0	4.10570820378386	0	2.43245230201466	0	2.5633970039232	2.62995420913553	3.21765385201887	0	1.49826323523921	0	3.25847561355673	3.31455751819245	0	4.80528614920556	0	0	1.3610171943574	0	0	0	0	0	0	0	2.23909450604914	1.03915826913083	0	2.84733187795487	0	0	0.60641077234435	0	0	0	0	0	0.498419654947609	0.601374820879027	0.924597605400666	1.96949969517727	0	1.28717485775854	0	0	2.42731246781383	0.479648334282273	0.299721804345975	0.552557254885736	1.47526884356899	1.74150928405476	0.320425992467165	1.0079871618597	0	1.75251220479225	0	8.4174509405626	0
"region2_1"	0	4.40174626269039	0	0.321346001014242	2.40301266574222	1.04911795077618	2.65466585017498	0	0	0	0	0	0	0	1.12476014845649	0.817950198101714	0	0	0	0.373276599037952	1.51925481808592	0.255338475127945	0	0	0.788217093632086	0	0	4.65537897892883	0	0	0	0	0.816622858416032	0.589485492209969	0.66624406840861	0	0	1.30251136248269	2.22327267674356	0	0	0	0	0.314461968714105	0	0	0.347241708215221	0	0.192856013302738	0.211415708612744	0	0.655480945707759	0	7.99855113820744	0.20349095495942	0.490786572154339	0	1.50524173715719	0	0.613184723227306	0.748277053190677	0.897198126231085	0	0	0.469342849602721	1.25996819620106	1.69097868759552	0.286099942871054	1.86549778811622	0	2.72074947138765	1.46756510545146	0.681639897777652	0.997523644751144	0	0	0	0	0	0	1.22492242150834	0.540432802162354	0.378411117164643	0	2.24850229139614	0	0	0	0	1.24941177251456	0	0.225997475033988	0.396679440755011	1.22348768863029	0	0	2.79125419494683	0.185973619539891	7.55230352602287	0
"region2_2"	0.630300527245561	1.1120759796245	0	0.656116903851538	2.58605192873464	0.331284202334918	4.45456628327927	0	0	0	0.516010025846868	0	0	0	0.433929562483413	0.510179532807467	0.589803488027074	0	1.80772109416074	0	1.88513922619074	2.68713110878467	0	1.31089409813845	0.738347268861847	0	0.384737590531473	2.20780418624938	1.32755360292151	0	0	0.234102780839019	3.15718896176235	3.00241038197802	0.217759626459871	0	0	0	0.0599224671972079	0	0	0	0	0.165601574530856	3.6671106453742	0	0.187453500452839	1.39127979999587	0.346310130397181	0.308211498282981	0	1.59375801926318	0	0.195576429492404	0.959494525438697	0	0.23576413892269	0.954508137494546	0	1.52763954482668	0.511673080056868	0.183750954677157	0	0	0	0	0	2.2098035845506	0.791173289005489	0	0.452732848046473	0	1.17799440887383	0.417768622142333	4.76072971441725	0	0	1.88469678350819	0	0.596744478506877	0	0	0.483203115494281	6.00814218029595	0	3.34777039634646	0	0	0	2.06186083139434	0.65021362875201	1.169856980259	5.96877203503195	0	0	0.32333201512201	0.94525620817807	0	0.279055498042658	0.810806303485876
"region2_3"	1.35656199873264	0.773865745642928	0	4.16620085335661	5.67523883535628	0.440154891061738	0	9.5890813833792	0	0	0	0	0	14.5819221168855	0	0.378409226289588	0	0	0.0775466329064454	0.452575333080352	0.315875025926237	0.405803113141099	0	0.852450867262306	1.686360542586	0	0	1.10581766683859	0	0	0	2.51964107148253	0.643489579775471	3.76372612460621	0.406780163140218	0	4.55660823942155	0	0.131320206619627	0.765520602637619	1.01054819148483	0	0.147335658884221	0	0.259659108219043	4.81729353231634	0	0	0	0	0	1.01159864867084	0	0.809046381871862	2.0454449852713	0	0	3.68544211651564	0	2.19267163583939	5.24003107069046	2.07374012376808	0	0	0	0	4.6463503837915	3.84484946698292	0	0	0.665457018257983	14.9629140105471	0.145774505510461	0	1.49272008432684	0	0	3.81756067964504	0	0.0922315560631581	0	1.33692907309008	0.487658895358711	0	0	0	0.603502774227285	0	0	0.812766818449499	0.812451543626636	1.41189661336781	0.653259461117587	0.51863553095972	2.59544569574958	0	1.03816550548739	0	2.74861225751812	0.627841989690445
"region2_4"	1.13847847286955	0.341120605624446	0	0	0.278105119566204	0.1695406863938	9.07705694395892	0	0	0	0	0	0	0.644603355862161	0.695695175765925	0	3.6733830954617	2.0134175052833	0	0.307467577175756	1.87931999873995	1.66058555935012	0	5.36217994980437	3.92162075173552	0	0	2.85882233498682	0.298505111639292	1.54184040866127	1.60730156223325	1.80431918446725	0	0	0	0	0	0	3.96480592824417	0.844501589364864	0	1.33779164987144	0	0	0.0846452219405111	0	0	0.18089006580092	0	2.5046838871728	0	1.485660958987	1.97755256983836	0.193692337705384	0.642582792315492	0	0.433471538226063	0	0	1.74739561895119	0	0	0	0	13.7800552812933	0	0	8.83519494341868	0	0	0	1.55594570829578	3.19051233371779	0	4.03483510313338	0	0	0	0.729223026262749	6.69412119096704	1.25076565879376	1.65075858137026	0.497546928131603	0	0.162121353865273	0	1.33345246646383	1.94626514422266	0.82375235499602	0.118676471300339	0	2.4721400004726	0	2.47989938834491	1.1628938498995	4.5115042886966	0	0	0	3.19878461531358
"region2_5"	0.263254404344932	0	0	0.19129875781905	0.216483777425756	0	1.35881442892289	0	0	0	0	0	0	0.163383784743928	1.62603585053692	0.114809091407442	0	0	0	0.553821247014465	0.461786137133245	0.511680376338631	0	0	1.62893956838617	0	0	0.540812502389881	0	4.49773574749696	0	0	0.78318236441078	0	0.535225220148072	0	1.09982965220657	0	3.49447178742269	0	0	0.580963047703485	0	2.89031874733414	1.06248444763648	0.243574884462918	0	0.364404462923046	1.47652484799348	0.0669922501161104	0	6.24205507156526	0	0	0.41126632411575	0	1.44766996167784	1.70094340533489	0	1.08936428168343	0	0	0	0	1.43634711722498	0	0	1.19537517300652	0	0	0.724093669876675	0	0.666561646875349	3.18967036772543	0.729985147427271	2.41143052518924	0	0	0	2.15356870665978	2.14232069859005	0.274152418474279	0.447442475378205	0	0	0	0.612757192249621	0	0	1.09739226354738	0	1.37593025695812	0.606577328272342	0.748974506415954	0	0	0.924559052669856	0	1.26354188225211	0
"region2_6"	0.700850455814461	8.82337403586646	0	0.135298926962522	1.99845025674508	2.69024310110414	0	0	0.517688113195209	0	0.151936887385092	0	0	1.3608218454409	0	0.447496242541395	3.22894425579172	0	0	1.39125598415452	0.905312433582524	6.75934550334494	0	0	1.91541676517237	0	0	0.402335469618778	0	0	0	0	0.765941364881113	0.158767857780959	0	0	0	0	0.0785083803766197	1.93351368352862	0.520243699413488	0.721938084111274	0.965693868288214	0.565954786062598	1.7348762294947	0.946924065859878	0	0	1.16221772349586	0	0	1.04568040470687	0	4.34814790945724	0.391424901930345	0	0	0.795874969187682	0	1.25780096441912	0	1.19440040097965	0	0	0	0	8.88229173967661	6.93825760911199	0	1.52457917226241	0	0	0.698192158375041	4.60193550371823	1.33441914096545	0	0	0	0	0	0	1.53476207252348	0.717689094979689	0	0.776169609830523	0	5.78033220466468	1.10010611961436	0.837532643247132	0.255000341660896	1.39067637761427	1.01691664758261	0	0.660773275752659	0	2.06192200838791	0.661797666471987	1.10142302564426	10.1752599877793	0
"region2_7"	0.727527529261287	0	0.330943644389503	0	0.0829200530091695	0.506180821053319	0	0	0	3.23512960934203	4.46042027931626	0	0	2.13332780894867	0.578856442228791	0.331944968693921	1.09716690716644	0	0	0.520525665566726	0.16835271592905	1.0997035391243	0	1.5009784499095	0.356929197398939	0	0.76665487418396	0.609118828567791	3.40068899803755	0	0	0.767579714114944	2.88616982196298	0.103502336573017	0.773793778294849	0	0	0	0.14572778718177	0	0	2.22706092594404	0.642542369654914	0.618276176163136	0.167804921640591	0.846505460281267	2.73864804941392	1.21049156378354	0.785637893394744	1.56919972877434	0	0.928899665641427	0	1.37466650669811	0.329130090645238	0	1.58365253071734	0	3.62257092397701	0.637595213486912	1.02377527629149	1.17410630083995	0	0	2.62651269230412	4.8881025718975	0	2.72155246224197	1.24440323436545	0	2.09341709867143	1.78543011070747	1.77364787095141	0.395422116148238	0	0	0	0.744602119295929	0	1.04264981930946	4.18748638099337	7.36053203491267	0.351985280099838	2.89230287848228	2.19725462761064	0	0	0	0.204254447414703	1.74082128995933	0.888786233071431	1.62602485475006	11.521913869455	0.398799194890589	0.415208279965822	0	0.616255738208315	3.38627212088342	0.0465357351887802	0
"region2_8"	0	2.14115219048776	0	3.88299810162589	0	1.1460029908948	0	0	0	0	0	0	0	0.642495848956347	2.54027661841273	0	0.347442483700843	0	0	1.50324618954361	0.164368643560827	1.97601364909727	0	0	0.559980837752217	0	0	1.39907846464306	0.758722749271701	0	2.57314957422374	0.449808835798824	3.01777730587357	0.56306601881386	0	2.51474134566714	0	0	3.79580164380783	0	0	0.85243505946992	0	1.63173863600182	0	0.573387169309917	7.84272886883454	0	2.08211128292998	0.345915280294417	0.444844723997201	0.906126354485757	0	0.0899161879443265	1.17744710495109	0	3.28722022617479	0.619987768611387	0	0	1.01776074061257	1.7017686517777	2.43430163346963	0	0	0.435322433726533	0	0.993184345193569	0	0	2.32397615553958	0	1.10662230124375	0.543771221970314	0.285534882185772	0	0	0.819602805746471	2.16193424939027	2.99342495860441	3.65377532258411	0.313992866105558	2.08274497703607	0	0.0748661457666786	0	2.67860907982911	0.0366560540536164	1.08555916931307	0	8.64984955783454	0	0	0.509424014050076	0	0	3.46441329865056	0	1.05327989791495	0
"region2_9"	0.541395366966287	0.206680645599497	0.321627072330576	4.8995830224035	0	0.985243054287751	0	0	0	0	0.37705553081948	0	0	0.20385719473214	0	2.45926417941146	2.4409065792587	0	0	1.43753041980853	1.52446466004724	0.57214290127373	0	0	0.1704223839114	0	0	2.3945140366915	0	0	0	3.20020018587528	0	0.928102515761988	0	3.6143467583413	0	0	4.34990382199389	0	0	0.159963939186265	0	0.342335729525587	0	0.5992791431721	1.05795359782746	2.42591719338037	7.22651037088402	0.264659583979037	0.205212439244099	0.714404829018835	1.53550388534228	2.1772785420538	0.974484026610085	0	0	0	0	0	0.402002936085914	1.65240062876475	0	0	4.75771589838634	2.3039998452322	0	0.150772904007082	0	0	1.00765109611784	0.598722660037554	0.863920982966349	0.946470085809032	0	0	0	0	0	0	0.146988519515458	0	2.837361553926	2.64838397933296	0	0	0.2028838554906	0	1.14512322782952	0	0	0.602875285186575	0	0.439671769171243	6.19539818793811	0	1.10140631997221	3.4136183761894	0.96541574486313	0.817814742338778
