"year1"	"year2"	"year3"	"year4"	"year5"	"year6"	"year7"	"year8"	"year9"	"year10"	"year11"	"year12"	"year13"	"year14"	"year15"
"aspen41"	0.812073158384858	1.52262405635432	-3.15555576621573	2.73121895606869	-1.5484569653941	1.81170321240087	6.95710091100218	8.46200919377523	8.21127269312921	8.64366916140722	18.43999922359	9.63796801342763	10.9440491494149	13.1430704715434	15.3771488675382
"aspen42"	2.84742769225126	-0.674248132808567	1.90530862132319	6.41630688055376	2.13942696843391	5.08259049803616	6.92667196599073	0.581287885914097	7.6936626193111	10.8467388316632	8.13734091071928	10.2748498428069	10.5818144703112	14.1848944049007	13.8930230433203
"aspen43"	4.76638941014073	6.83562570538097	8.97204703439775	6.11387596118936	0.30161384726381	13.2388544239437	14.6290927727092	9.13421352745287	9.07556500562766	11.8266629104785	19.6304355384451	18.4228342975559	16.9968808113402	18.5084733838984	17.6996972436088
"aspen44"	3.24166632358396	3.09787762900809	5.66135731787076	5.72306097607793	5.08408386993277	5.33264021698661	7.72092153177136	7.04087906711861	12.5435410587077	11.4017361786334	11.748983994416	15.9487865177735	12.7284591143093	17.7383744680511	14.7632060091276
"aspen45"	2.44135224942708	4.62162968713601	7.23411682591849	0.460636823989153	6.59209329659424	1.65823179952434	13.6668905704281	12.2680409048001	9.2011137073016	12.2084003812303	15.8611301552515	15.3520756119154	19.0646217943208	21.8205692889682	17.4198507072041
"aspen46"	2.29582753334133	4.69453760536523	3.17983567471059	12.7295190144797	6.28797652467132	6.44878390178152	12.0732778322964	13.1305835865475	12.1771099425914	12.2058433805442	15.682412122223	16.4228387149571	15.713605668765	20.8756497544519	24.5716734367844
"aspen47"	-2.14698328471765	7.0096936356105	9.23961136102691	9.50910559391057	8.85222452476484	15.9929531753186	10.3981818241184	14.1248520935952	21.6498977140977	17.456943021681	23.0498539110721	24.2181198516808	21.5946578727776	29.7870863246967	27.3681533271642
"aspen48"	6.20929771408826	4.93407367887109	8.17186620525409	6.94289481296157	0.0573178940376371	7.64565622704824	13.0497358478089	15.9234037516499	12.4263898528402	18.6931748214943	14.2601279823093	17.6233291541664	15.571584446836	23.8736154800014	15.3425296047151
"aspen49"	7.95517391428385	3.95032241455957	8.21082658621395	6.62513119190688	5.33301080083887	11.8837184672787	7.47151351640943	6.78828459279339	8.94209231414724	14.6439416345281	12.8632396223955	14.7580782213322	16.1293824958178	16.9140727576038	18.3995126485996
"aspen50"	3.59200511657063	7.99884718227211	1.65587639703392	6.38510464537082	8.24752569398967	9.81048489158907	12.2127330050934	3.81906511868146	7.98627028734724	7.98713230899863	9.43306572397344	12.8178309258321	15.6715464519424	13.1799047886564	19.4051083242262
"walnut1"	9.24632409006247	13.0865044018332	12.4363907345906	24.2416267909602	26.9073908024925	29.3899164251997	30.7577113955261	36.2080074014297	37.8591874659183	50.9649351365829	51.1877442975205	54.0363781042474	57.9656755855317	63.7484775167763	66.9696721111527
"walnut2"	7.09358369279508	11.2245345113298	12.031856479772	17.6953630756977	15.8838499691883	16.731927096367	19.3974124812475	15.8427962776055	21.9609592387226	28.4491374293179	27.9404492027729	26.9732361043599	27.5801756947781	28.3157698733326	33.0554619750807
"walnut3"	9.30409290666973	9.59496768174353	12.6821029588912	19.1193170183725	18.7825177383721	26.6821905622802	21.3978488433725	33.5050081819376	36.1518252843922	38.0729328435514	32.148413038341	39.1748535891736	43.6935899577227	42.0555055331062	48.5419140969162
"walnut4"	11.2797195397233	9.20793362410891	12.9593301059523	15.8290907809842	20.363483716594	23.283959299971	27.5706591064171	27.6262531410325	35.4761542331607	34.7289336042597	35.8337041126815	38.7788887897467	37.9943468144215	49.3800297379201	54.1037756409076
"walnut5"	5.94593055832083	17.5455680040048	8.85110399290133	16.0919185879788	24.7873355903295	27.1373022194118	32.89112197964	36.9932228363925	38.5425049161148	42.1420800648414	45.5257305310597	55.1921617022913	53.8503620806063	60.7951613269944	62.3662804711218
"walnut6"	10.1318480172185	2.53615493472732	15.5555211881108	10.2263603309927	16.320454873988	20.5133145082227	25.7072883489619	21.8091999258669	19.8211665941803	28.3163969342754	26.4977171879299	30.1062761665941	37.614493568579	37.9953516333048	37.9169136130081
"walnut7"	5.64276810385643	8.60359549900448	12.7470040493819	18.5753780090655	21.7934833855366	22.0827595108415	28.4420211352102	33.4390007263937	28.0405490358184	36.8645730836023	35.1723069548162	40.5270939026354	42.3547473110705	45.7688887288966	49.72676958243
"walnut8"	11.0207949291119	13.2434552754742	13.9331828500976	23.8763297248848	31.0788103580707	26.6227898602398	37.0083519051117	42.2799237468241	46.5485801691568	50.5163622993299	54.0880894115721	66.8059534731197	67.2900252612209	70.7313804801321	74.03263896749
"walnut9"	4.23141217223499	7.48414614472881	3.41306556550009	8.53475178294366	14.9335289499439	4.9168598668193	10.7750661292029	14.6797847528581	24.1968410530536	15.8970068901792	17.214512772363	18.5519731002475	23.7292349100949	24.4686323300601	29.5930663596741
"walnut10"	1.79100901293883	10.6485285922329	12.2417928190434	12.0800533820201	17.7893616817046	22.6460856119758	22.8257518725992	28.6740390701386	31.1922068556337	32.6023868525102	29.5783940062897	32.5304631337675	36.0025447946659	42.2063002302401	49.4814868158379
"walnut11"	4.79933809669169	7.06756374986048	11.4515220418609	9.17881176672024	13.5958080048677	21.2612172867231	26.6748123916805	26.3073479810793	30.5109060481799	36.1187938027848	32.7773471327171	32.3876187711266	40.6467967553506	41.6299487407446	44.3491983972625
"walnut12"	3.72104202398136	12.4650594318776	14.8135974874071	16.886280957485	18.148656013371	25.7383057796949	29.2017489679467	25.3596142573886	32.0778715345834	39.6482796575227	37.9795308109197	42.7025894665346	43.5923752715386	50.5927010220481	47.2491580913643
"walnut13"	11.9821634805997	17.3732412751296	16.154170971934	23.8505222811077	26.9851315329599	31.6981214952838	37.7752925174365	45.6591225010577	44.2980013890852	53.086687881399	56.9433641605286	59.1184070328114	68.0036501952117	64.6404490969577	74.7765451925809
"walnut14"	9.77642154010768	13.842723836267	10.3174942647164	9.08552231134345	22.1536409792025	17.9486308589905	14.9087885299972	23.064210124107	23.3412838355544	23.5916311390475	39.6699775694845	38.2436806735855	35.2205620432873	43.8663668547295	45.2309409693773
"walnut15"	10.3906977017909	9.79032168746793	12.2649853638109	14.5883370384904	19.505808989983	25.9094033560779	25.2325918501654	29.9950056231971	36.5209582677649	37.1923903269169	34.1270583607418	42.2690827074587	45.368021331924	46.9605368206335	50.5259721550188
"walnut16"	6.59319871236447	6.20567982997017	10.7841881843216	14.8851695731336	23.5404562491065	26.0215789515658	26.0443894261123	29.4579510018895	35.4148431952809	45.0136418646427	41.2420649394025	47.3593669959916	53.7680924547498	55.4786307245873	64.5462202449714
"walnut17"	5.51771612051052	14.1992373855974	12.7052611643301	13.8015645836744	15.2143640863807	15.9771147610898	21.4823308098425	21.6867399061766	25.7490524502989	26.2655583581189	26.543551256656	28.8470408508614	29.6103121288259	30.818560047092	36.7475081971041
"walnut18"	3.57455028556653	2.72264946310443	7.23114100901801	6.8652698901534	14.3440031091959	9.81070990246831	15.2216595449155	12.0799142499815	16.8532345852227	13.9152338783242	13.7169351334424	17.8680146242629	20.7655426874594	14.2787082061376	18.6130240533991
"walnut19"	11.2534690926756	9.84146867877805	15.786828539304	20.8430629656004	19.9760419707376	27.056930267602	23.8667123236346	33.4992185119978	28.2642100420256	28.3690109047128	33.0645610711012	39.7983251883519	38.2548624637833	45.7963743785036	48.33181688461
"walnut20"	4.27441770114358	0.87085066973636	11.3017041180396	19.7982884150658	17.2291043481149	18.1453171744466	26.8236212519656	25.7058203408952	33.2518676806377	34.3123815189678	37.7467534527012	48.821456605365	46.3939273085705	49.4877960313624	58.0241536341037
"walnut21"	8.48968729349299	9.45959919999991	10.3170247133062	18.8876832631324	18.3692611823937	20.291544614944	24.4995418846785	26.1759485208132	28.4191655304304	31.8502623594925	38.0930767717102	37.0154346040906	46.8035003749884	43.9072842701083	45.0999464610568
"walnut22"	2.62691638725303	14.0033205147792	15.9010299815661	22.866989122055	23.4919584207794	23.9504423242043	26.495876718529	34.6123684927625	37.2721454984842	37.7984783561388	44.8144432312066	42.9384677209359	48.9678750047247	55.5641807766254	57.9148978239717
"walnut23"	9.17603146366004	6.17100760638841	11.362336423236	11.1665367269598	18.7352470045559	16.2389375936605	16.0742129177938	23.9375460348614	28.8810429575959	26.1674111447912	26.1195811170202	37.6373469444161	40.9747468890786	40.2145590209563	42.8921771826097
"walnut24"	1.65468052872339	11.6204376216928	11.2102803252501	16.627159434254	15.8874973301864	18.2102491943026	18.4756453560335	28.8827620873518	24.5913971260647	26.9196209238224	36.1040872688881	41.1005409007159	39.8986818093339	45.9469383095211	50.1081308029259
"walnut25"	12.1405801129019	7.44377572608043	11.8185545715134	18.5683831502663	13.1689286846113	21.2274197506376	22.2347948230507	29.378396602007	30.835761422237	33.0576956399954	34.3051804848816	40.913065565431	47.8494759585269	42.8389863915974	51.8145849599116
"walnut26"	10.5305897174245	6.23668040453863	8.26459682142725	15.7285239322305	12.3028826755365	15.4070664782078	20.8846224045154	20.4835056977951	27.0299159470353	31.8585957015967	32.022629009674	33.1211370712314	38.1090889847625	35.3906060939052	39.2271811364426
"walnut27"	10.1262432913956	5.41683795978873	17.9227517920473	16.7454009288428	18.712906976972	22.6862862213337	24.5994787774867	34.1695931443045	29.2025656149777	31.2842256788457	42.3630890197822	41.2416695099393	45.2038578760751	53.3471087616966	53.5602800610772
"walnut28"	-0.236690997475206	11.523202138363	15.4998379157452	13.384563271761	24.1382650386961	29.9286662845493	24.8310557179101	33.682493754567	32.8508913629858	41.8816123800308	38.878980687362	46.0454152845767	42.7306047607577	46.9782344068008	52.5332678363652
"walnut29"	4.21485321043817	14.1598712247925	13.093450121003	17.7460443263949	22.1856820943908	25.4476545858144	18.582005831885	26.0157587044647	34.636224034634	40.0625033366489	39.9989456429238	40.924504632451	49.037104432944	54.3634924500178	54.7968019144872
"walnut30"	3.08758960884133	11.0406897833741	8.0706328265567	13.5496840872429	12.4860466857574	13.8897399163867	23.5038059578552	27.4555308483972	30.6715633321354	31.6597310740426	33.3170535973251	33.7115941754459	34.4739176368696	41.4644723047772	40.6175765876336
"walnut31"	5.73082359524315	6.67169276453562	14.2847021876257	8.80410026503118	20.4574247396674	18.9951211229378	23.5217446650593	29.7475130413006	25.4698334129028	27.3335841571235	33.3776856043923	33.6505102935142	42.6143026383505	42.7019466224422	45.652474464392
"walnut32"	8.56572339254318	8.42544423867048	15.8933190918809	17.5907863987266	25.7927875016327	23.4537786656787	29.0756931440199	32.2701311424228	38.6410716563727	44.5287069185208	43.3236396256712	46.5069279275771	53.4649441665743	54.9122057786706	59.9428395858539
"walnut33"	5.18999673502377	7.04572944755626	3.28378589974455	13.3184595608261	13.9023993051989	20.4089529243926	21.890847103545	20.895616313287	24.65569923049	29.0341943529764	30.4731394547591	36.4599314709483	38.2420907374252	39.2521707567644	45.9664407904753
"walnut34"	8.5900305145346	11.5803700208466	10.8042086087143	14.3614561803361	9.23868756634385	21.1099275869884	22.7632360957485	22.4932699224025	30.0908722253447	31.6677074169572	25.9654439970305	33.3118247246516	29.9495162577685	44.3062609582578	40.5869667725024
"walnut35"	7.14623186614149	8.25512981045257	18.9416398798434	12.7762339609021	20.0254311013324	18.5540636620832	31.0670170343289	24.433092399927	38.6883685482267	40.5057361865788	35.756262126445	45.2143720859883	40.6064040533788	49.7510983523728	56.9264313897989
"walnut36"	3.06093194384636	3.85120412153939	11.0495198713549	12.4662171911706	18.7461069816052	19.8213248600704	23.3107624949978	24.8277263879843	22.8114280272258	30.4117504673829	34.7125057298891	38.7248430596285	37.1546751758467	39.2873766093156	47.8207789899765
"walnut37"	13.887612821325	8.53265481582356	14.5493305066845	15.8355474814855	22.9441770425822	23.489164686729	20.5213128392748	31.3555946338997	31.9212524038791	38.6988199296606	42.9431391842476	42.6196243937548	43.4649280595371	50.8766674654646	50.86251185389
"walnut38"	7.91624284373362	15.517119803811	18.9877473979475	18.3290863845781	19.3260389845926	23.1193023953366	20.6320285321739	32.3414283196365	28.2570951252529	35.9781852034109	37.8785505736079	34.5204919416141	43.6532549535125	45.2227738629084	49.8572293993918
"walnut39"	4.28154096530319	8.46620544923244	8.92527254922923	13.3312004748155	16.3193894393493	23.9858664901626	24.3176306304117	22.8317718429055	27.6435630121235	26.2260825972504	37.174407042527	37.7651961385778	42.4644510329954	43.6141217084862	46.7651350884997
"walnut40"	4.29443237668891	9.38498526080345	8.11607817251621	8.11088963622026	14.5934151100071	13.7699304898125	16.7753989083217	17.6442156570785	19.0702504460766	26.8734974418043	27.5758820760241	27.1232482300876	33.7879224129674	34.1572993328168	32.7120074799766
"walnut41"	6.56309743816859	13.3075507647327	12.7697711144681	18.2616160048895	17.4217574455548	21.6137789441209	29.8948231062425	28.5651779362946	33.4119296397805	34.7368130421225	47.2197548302479	45.0695193565916	51.7300195063834	53.7742094020639	58.7146069522556
"walnut42"	6.18615401503031	2.74371612880721	7.87127225457288	7.41537387241264	17.3039723898568	18.2552369883059	19.9936961718864	23.5679652603099	26.0583020525196	21.8351990190039	33.2274785550441	32.1721883926564	28.9775088084405	31.2036683052329	34.9467788366855
"walnut43"	6.08870563199127	12.4903743998787	10.3838853145522	11.228428771409	15.9595445504207	21.1699497886597	24.6482791969377	21.8046343270901	24.6059815479184	32.5648813645857	35.6311224238825	36.2879118181301	39.1700567570669	40.1878846299715	45.3069785108456
"walnut44"	4.34371572974833	7.35082292484769	10.1402859545467	12.7414998577161	22.236786675985	22.1364667619241	26.1069832228306	38.0948031759734	40.4884030338389	40.2664767065162	39.9650824062347	48.543315383438	53.2790343040733	53.2108954895357	60.5269416146729
"walnut45"	9.39428270718519	8.65450068928013	7.96570059137161	16.2885324254428	18.0345880888962	15.7690377337522	27.1479964289843	26.8139050693427	29.2180727380439	40.0969735917688	38.6020872313422	39.4632401231628	41.8313930419601	45.6827919756253	54.4322188417327
"walnut46"	11.746416866978	10.8570967819764	12.8911876653812	15.3332253903077	11.9578767458949	18.6151893860826	22.6755154038526	26.2006807121298	29.9744959657197	38.5550284756128	36.7418942034774	37.6403531180076	37.5474555477331	42.6192131145776	48.508764375574
"walnut47"	9.65139760721586	12.4363453887335	11.1470991961644	14.7030290495037	17.8164755914713	17.6151131560462	19.3219902702081	18.4369059924034	23.2326036463534	28.2036523006162	32.2837041917891	30.8335319821042	34.5831627399397	33.9288621592598	42.9158974697366
"walnut48"	5.85935153499515	8.20790939039697	11.3155985290904	15.6543086436611	17.3057974143943	22.4429112117571	21.1972530632302	26.0191302673304	28.2260908779419	30.0202174759279	30.384125057966	32.1518314234385	37.5893947334444	37.3346834578937	41.471396552466
"walnut49"	6.33133705478029	4.71099296744233	16.4273364087248	20.6162144266548	19.1902018510187	24.6788379227993	29.4618175892988	33.9689779466193	33.5721641654972	45.4287000181195	48.3042412756789	45.7228991596336	55.095072424224	59.2634762528134	59.7470577399404
"walnut50"	3.65021642921225	5.31080140066458	12.6457484017966	18.951129243235	15.4265523783041	28.0017276615075	24.1940892211733	24.8992587806568	35.1135220333004	32.9948207581278	39.0275097605804	45.0425935753973	44.3141351853551	48.6506384844708	54.210152135198
"maple1"	8.83674197794323	23.3487755281916	26.4648082838117	26.7857518153426	37.7699048698629	39.7137344382869	52.3405707920315	62.2731611409552	60.2652747093481	69.1794599874864	81.1916671233785	86.8658917105785	88.869242875456	99.0699695665775	99.8813206459902
"maple2"	10.3957107927549	15.4718002433162	20.0963696513599	23.2031506729934	29.3607925466348	43.5010967484909	49.0015879524891	55.7275493115524	63.2158426593551	70.7084906002227	75.4628705619951	80.5971698409469	87.7004689490245	93.21711490973	95.1984904769603
"maple3"	6.2668484792923	18.8729993026372	29.9397841003494	36.6491679714648	48.322376317908	55.3200419169008	56.5142118647372	68.8589054737928	85.983164923146	88.884706067883	96.5014812087558	106.618167111279	114.413204624211	120.858126529654	134.672997495419
"maple4"	10.4208603499566	17.0713011986053	20.3415230467709	18.3534689670936	25.0928100329215	32.6647068092964	39.9267504907651	43.3405996161926	45.5378747858122	58.3082008935438	55.1272107594567	67.8190171476935	75.4968127011996	76.8644151780938	82.905748554268
"maple5"	13.127067849009	11.5170035594485	26.1123226224854	28.1880512082295	27.9416216900769	41.4248930177196	43.042803004419	51.5739050442694	57.2658969762394	68.3482250411496	67.0409755542853	79.4549885768676	83.9158023033171	88.6043827371876	93.6023214537414
"maple6"	9.6046152168418	16.8925358434519	24.8769618227768	28.4518413650186	35.3098486986601	44.8593128884052	52.3183009270276	54.035504012643	64.8276459897657	72.4818337555937	75.9547166511625	86.8004714358848	94.3233046202456	97.6809614333034	105.758074074207
"maple7"	8.8021231107817	17.745026712771	24.4015737408078	40.3529435574305	49.7527375348212	57.6655618790121	68.3662946947469	68.3646086202995	81.9578634648694	92.9695515517244	102.352315955546	108.581674090366	121.037824792282	127.448707610137	133.400694524648
"maple8"	15.3036498235669	21.6360748666595	38.4157235848023	44.8736872750699	52.4655697173481	63.9019098674639	74.3271945673225	81.7371307663148	91.3655764562586	108.489314541746	113.131028649113	124.767595110941	133.267244761048	144.892052405902	157.321889268148
"maple9"	12.182816649832	24.5015556764299	31.3404643076118	42.2874172810695	54.9913748373511	57.1907596387431	75.3723952802877	86.3907044374408	91.1643854526924	100.362820459472	105.955081288051	119.253312503149	130.87867368418	137.735552953463	147.703627608917
"maple10"	5.46444824164749	12.3108544779785	23.0091115163107	25.8846961560441	30.3092546309119	34.993078266111	42.3412442890611	49.1510514856342	54.3667278442858	56.2323190283323	59.388456591749	66.5833636017975	75.3778393482616	80.3614471435483	84.9285364839567
